feature,importance_score,stability_score,generalization_score,fn_score,master_score,rank
perm_entropy_std_rolling_mean_5,0.0,0.7257438,0.651539,0.203169,0.0,326
ptp_max,0.0,0.8235502,0.798187,0.514262,0.0,327
line_length_mean,0.0,0.7498854,0.638512,0.509891,0.0,328
spectral_entropy_std_rolling_mean_5,0.0,0.7297016000000001,0.766433,0.161257,0.0,329
line_length_std,0.0,0.7003054,0.6819729999999999,0.412186,0.0,330
higuchi_fd_mean_rolling_mean_5,0.0,0.7174536,0.818253,0.195027,0.0,331
line_length_max,0.0,0.6800102,0.596313,0.445628,0.0,332
iqr_std,0.0,0.781938,0.853308,0.571475,0.0,333
iqr_max,0.0,0.7561288,0.790868,0.562131,0.0,334
petrosian_fd_std_rolling_mean_5,0.0,0.7489588,0.557527,0.153989,0.0,335
mad_std,0.0,0.7797202,0.8499369999999999,0.571858,0.0,336
mad_max,0.0,0.749395,0.787777,0.555628,0.0,337
wavelet_energy_0_std_rolling_mean_5,0.0,0.7793715999999999,0.912241,0.474317,0.0,338
wavelet_energy_0_max_rolling_mean_5,0.0,0.774759,0.911511,0.459672,0.0,339
sample_entropy_mean,0.0,0.7187524,0.775428,0.28,0.0,340
wavelet_energy_1_std_rolling_mean_5,0.0,0.733121,0.644712,0.602568,0.0,341
wavelet_energy_1_max_rolling_mean_5,0.0,0.7282150000000001,0.642968,0.588579,0.0,342
wavelet_energy_2_mean_rolling_mean_5,0.0,0.7318788,0.5903689999999999,0.640383,0.0,343
wavelet_energy_2_std_rolling_mean_5,0.0,0.7237534,0.626112,0.699727,0.0,344
wavelet_energy_2_max_rolling_mean_5,0.0,0.7156688,0.595253,0.683115,0.0,345
wavelet_energy_3_mean_rolling_mean_5,0.0,0.7325276000000001,0.623136,0.593169,0.0,346
wavelet_energy_3_std_rolling_mean_5,0.0,0.7249072,0.628798,0.55306,0.0,347
sample_entropy_std,0.0,0.7154682,0.778514,0.141967,0.0,348
sample_entropy_max,0.0,0.7172346,0.7306349999999999,0.368798,0.0,349
wavelet_energy_4_std_rolling_mean_5,0.0,0.7142516,0.7101379999999999,0.431202,0.0,350
wavelet_energy_4_max_rolling_mean_5,0.0,0.7037958,0.7084250000000001,0.431475,0.0,351
wavelet_energy_5_mean_rolling_mean_5,0.0,0.7032652,0.62184,0.382842,0.0,352
wavelet_energy_5_std_rolling_mean_5,0.0,0.659667,0.588148,0.405246,0.0,353
perm_entropy_std,0.0,0.7390068000000001,0.663707,0.146721,0.0,354
spectral_entropy_std,0.0,0.7520214,0.789407,0.181639,0.0,355
delta_power_std_rolling_mean_5,0.0,0.7507476,0.928717,0.421038,0.0,356
delta_power_max_rolling_mean_5,0.0,0.748971,0.9286719999999999,0.428361,0.0,357
theta_power_mean_rolling_mean_5,0.0,0.6457666,0.561115,0.56694,0.0,358
theta_power_std_rolling_mean_5,0.0,0.7195874,0.624977,0.624918,0.0,359
theta_power_max_rolling_mean_5,0.0,0.7115274,0.623254,0.604973,0.0,360
alpha_power_mean_rolling_mean_5,0.0,0.7498022,0.710988,0.656557,0.0,361
alpha_power_std_rolling_mean_5,0.0,0.7393810000000001,0.750868,0.690492,0.0,362
alpha_power_max_rolling_mean_5,0.0,0.730416,0.73681,0.684153,0.0,363
beta_power_mean_rolling_mean_5,0.0,0.7318996,0.602968,0.596011,0.0,364
beta_power_std_rolling_mean_5,0.0,0.732374,0.596671,0.572787,0.0,365
beta_power_max_rolling_mean_5,0.0,0.7219934,0.597898,0.56612,0.0,366
gamma_power_mean_rolling_mean_5,0.0,0.754416,0.682758,0.444809,0.0,367
gamma_power_std_rolling_mean_5,0.0,0.744053,0.665303,0.415847,0.0,368
gamma_power_max_rolling_mean_5,0.0,0.7371958000000001,0.666397,0.415246,0.0,369
higuchi_fd_mean,0.0,0.7249832,0.825757,0.194317,0.0,370
petrosian_fd_std,0.0,0.7574138,0.579769,0.121639,0.0,371
wavelet_energy_0_mean,0.0,0.7436398,0.887337,0.491475,0.0,372
wavelet_energy_0_std,0.0,0.7869942,0.900913,0.43224,0.0,373
theta_relative_std_rolling_mean_5,0.0,0.7286554,0.694971,0.311421,0.0,374
wavelet_energy_0_max,0.0,0.790465,0.9012290000000001,0.435355,0.0,375
wavelet_energy_1_mean,0.0,0.6678531999999999,0.572731,0.566448,0.0,376
alpha_relative_std_rolling_mean_5,0.0,0.7189418,0.79162,0.12153,0.0,377
alpha_relative_max_rolling_mean_5,0.0,0.7416712,0.842925,0.142842,0.0,378
wavelet_energy_1_std,0.0,0.7375384,0.634281,0.607923,0.0,379
wavelet_energy_1_max,0.0,0.7371762,0.634873,0.571148,0.0,380
wavelet_energy_2_mean,0.0,0.7455524,0.590962,0.618306,0.0,381
wavelet_energy_2_std,0.0,0.7336716,0.6316459999999999,0.687541,0.0,382
wavelet_energy_2_max,0.0,0.7228888,0.605327,0.674536,0.0,383
gamma_relative_max_rolling_mean_5,0.0,0.7166248,0.679234,0.184973,0.0,384
mean_mean_stability_5,0.0,0.9038362,0.934365,0.13153,0.0,385
mean_std_stability_5,0.0,0.9170284,0.957503,0.191421,0.0,386
mean_max_stability_5,0.0,0.916692,0.97049,0.210383,0.0,387
std_mean_stability_5,0.0,0.9142244,0.942711,0.304372,0.0,388
std_std_stability_5,0.0,0.8942794,0.930085,0.15235,0.0,389
std_max_stability_5,0.0,0.9105878000000001,0.938505,0.172732,0.0,390
variance_mean_stability_5,0.0,0.8827364,0.954196,0.420219,0.0,391
variance_std_stability_5,0.0,0.886394,0.946127,0.27377,0.0,392
variance_max_stability_5,0.0,0.8861822,0.955749,0.330601,0.0,393
rms_mean_stability_5,0.0,0.911768,0.9425479999999999,0.307814,0.0,394
rms_std_stability_5,0.0,0.898535,0.93004,0.143224,0.0,395
rms_max_stability_5,0.0,0.9104864,0.93856,0.165027,0.0,396
max_mean_stability_5,0.0,0.906969,0.958933,0.283552,0.0,397
max_std_stability_5,0.0,0.9058622,0.967596,0.135191,0.0,398
max_max_stability_5,0.0,0.914864,0.97266,0.21847,0.0,399
min_mean_stability_5,0.0,0.9138744,0.961911,0.308689,0.0,400
min_std_stability_5,0.0,0.8998434,0.969329,0.183552,0.0,401
min_max_stability_5,0.0,0.880561,0.908086,0.42694,0.0,402
ptp_mean_stability_5,0.0,0.9074398,0.959259,0.326393,0.0,403
ptp_std_stability_5,0.0,0.9053064,0.96139,0.131585,0.0,404
ptp_max_stability_5,0.0,0.90576,0.965154,0.201093,0.0,405
line_length_mean_stability_5,0.0,0.881554,0.848557,0.363169,0.0,406
line_length_std_stability_5,0.0,0.834844,0.797395,0.281749,0.0,407
line_length_max_stability_5,0.0,0.8141798,0.768037,0.327268,0.0,408
zero_crossings_mean_stability_5,0.0,0.8774216,0.905445,0.205191,0.0,409
zero_crossings_std_stability_5,0.0,0.8718542,0.87859,0.15776,0.0,410
zero_crossings_max_stability_5,0.0,0.8799116,0.847111,0.152678,0.0,411
iqr_mean_stability_5,0.0,0.8900584,0.967221,0.301366,0.0,412
iqr_std_stability_5,0.0,0.9046996,0.947308,0.288087,0.0,413
iqr_max_stability_5,0.0,0.9001776,0.957604,0.295792,0.0,414
mad_mean_stability_5,0.0,0.8938378,0.970115,0.322459,0.0,415
mad_std_stability_5,0.0,0.902455,0.950495,0.324481,0.0,416
mad_max_stability_5,0.0,0.897171,0.959736,0.335246,0.0,417
sample_entropy_mean_stability_5,0.0,0.8675182,0.937029,0.178087,0.0,418
sample_entropy_std_stability_5,0.0,0.9077212,0.921133,0.152568,0.0,419
sample_entropy_max_stability_5,0.0,0.9048218,0.837709,0.183115,0.0,420
perm_entropy_mean_stability_5,0.0,0.8513554,0.8322229999999999,0.158415,0.0,421
perm_entropy_std_stability_5,0.0,0.9272622,0.921708,0.206339,0.0,422
perm_entropy_max_stability_5,0.0,0.788322,0.882091,0.285956,0.0,423
spectral_entropy_mean_stability_5,0.0,0.8986816,0.991169,0.161366,0.0,424
spectral_entropy_std_stability_5,0.0,0.9274086,0.974123,0.108689,0.0,425
spectral_entropy_max_stability_5,0.0,0.9227212,0.859343,0.157869,0.0,426
higuchi_fd_mean_stability_5,0.0,0.9474144,0.924481,0.129235,0.0,427
higuchi_fd_std_stability_5,0.0,0.954237,0.935267,0.127705,0.0,428
higuchi_fd_max_stability_5,0.0,0.912496,0.923903,0.154044,0.0,429
petrosian_fd_mean_stability_5,0.0,0.9137152,0.844608,0.118306,0.0,430
petrosian_fd_std_stability_5,0.0,0.9634402,0.968276,0.169836,0.0,431
petrosian_fd_max_stability_5,0.0,0.8553534,0.957569,0.188743,0.0,432
wavelet_energy_0_mean_stability_5,0.0,0.8669846,0.968463,0.394536,0.0,433
wavelet_energy_0_std_stability_5,0.0,0.8791416,0.942482,0.289235,0.0,434
wavelet_energy_0_max_stability_5,0.0,0.8800226,0.948754,0.357596,0.0,435
wavelet_energy_1_mean_stability_5,0.0,0.8267806,0.81993,0.545519,0.0,436
wavelet_energy_1_std_stability_5,0.0,0.8459814,0.842883,0.57541,0.0,437
wavelet_energy_1_max_stability_5,0.0,0.8478072,0.843469,0.542022,0.0,438
wavelet_energy_2_mean_stability_5,0.0,0.8771394,0.870674,0.554481,0.0,439
wavelet_energy_2_std_stability_5,0.0,0.810962,0.841744,0.617377,0.0,440
wavelet_energy_2_max_stability_5,0.0,0.8109172,0.823726,0.588197,0.0,441
wavelet_energy_3_mean_stability_5,0.0,0.8475467999999999,0.803922,0.41459,0.0,442
wavelet_energy_3_std_stability_5,0.0,0.8080718,0.7455069999999999,0.38694,0.0,443
wavelet_energy_3_max_stability_5,0.0,0.8042008,0.7320960000000001,0.379781,0.0,444
wavelet_energy_4_mean_stability_5,0.0,0.793781,0.752412,0.341585,0.0,445
wavelet_energy_4_std_stability_5,0.0,0.780502,0.709657,0.352568,0.0,446
wavelet_energy_4_max_stability_5,0.0,0.774696,0.6981390000000001,0.36623,0.0,447
wavelet_energy_5_mean_stability_5,0.0,0.7865216,0.677511,0.277486,0.0,448
wavelet_energy_5_std_stability_5,0.0,0.7801068,0.66795,0.315027,0.0,449
wavelet_energy_5_max_stability_5,0.0,0.769623,0.655689,0.309891,0.0,450
delta_power_mean_stability_5,0.0,0.8361689999999999,0.951882,0.346448,0.0,451
delta_power_std_stability_5,0.0,0.8468907999999999,0.925226,0.317541,0.0,452
std_std,0.0,0.832516,0.891723,0.472131,0.0,453
theta_relative_std_stability_5,0.0,0.95413,0.964381,0.133716,0.0,454
theta_relative_max_stability_5,0.0,0.9565934,0.972432,0.146393,0.0,455
alpha_relative_mean_stability_5,0.0,0.8770678,0.901784,0.113224,0.0,456
alpha_relative_std_stability_5,0.0,0.8789966,0.845343,0.15082,0.0,457
alpha_relative_max_stability_5,0.0,0.8933112,0.863477,0.113333,0.0,458
beta_relative_mean_stability_5,0.0,0.8686512,0.800593,0.230546,0.0,459
beta_relative_std_stability_5,0.0,0.888013,0.847214,0.184973,0.0,460
beta_relative_max_stability_5,0.0,0.8833366,0.8127880000000001,0.172295,0.0,461
gamma_relative_mean_stability_5,0.0,0.8316936,0.769466,0.180383,0.0,462
gamma_relative_std_stability_5,0.0,0.821714,0.752711,0.129563,0.0,463
gamma_relative_max_stability_5,0.0,0.8244184,0.753453,0.163169,0.0,464
relative_position_in_edf,0.0,0.9939868,0.999138,0.146667,0.0,465
normalized_window_index,0.0,0.9904392,0.999138,0.146667,0.0,466
elapsed_time_fraction,0.0,0.99215,0.99914,0.146667,0.0,467
mean_std,0.0,0.8627902000000001,0.9610650000000001,0.406503,0.0,468
mean_mean,0.0,0.9466656,0.961489,0.094262,0.0,469
std_max,0.0,0.8162798,0.826724,0.476776,0.0,470
variance_mean,0.0,0.75192,0.794076,0.543825,0.0,471
variance_std,0.0,0.8263906,0.849182,0.477158,0.0,472
variance_max,0.0,0.816838,0.826724,0.476776,0.0,473
rms_mean,0.0,0.7059078,0.78042,0.547104,0.0,474
rms_std,0.0,0.8352908,0.891898,0.472077,0.0,475
rms_max,0.0,0.8194188,0.827485,0.481093,0.0,476
max_mean,0.0,0.7618176,0.806717,0.563333,0.0,477
max_std,0.0,0.8359144000000001,0.847181,0.37694,0.0,478
max_max,0.0,0.8347594,0.804738,0.457377,0.0,479
min_mean,0.0,0.7390196,0.7600899999999999,0.566667,0.0,480
min_std,0.0,0.8275086,0.827765,0.454153,0.0,481
wavelet_energy_3_mean,0.0,0.7393508,0.617298,0.569781,0.0,482
ptp_mean,0.0,0.7509194,0.785316,0.573005,0.0,483
std_mean,0.0,0.7120508,0.779161,0.547104,0.0,484
